PriceList,Catalog,GradeGroup,Price
EQ3 EXW CA V5,30137-08,I,1891.0
EQ3 EXW CA V5,30137-08,41,nan
EQ3 EXW CA V5,30137-08,42,nan
EQ3 EXW CA V5,30137-09,10,584.0
EQ3 EXW CA V5,30137-09,20,604.0
EQ3 EXW CA V5,30137-09,30,619.0
EQ3 EXW CA V5,30137-09,31,619.0
EQ3 EXW CA V5,30137-09,40,654.0
EQ3 EXW CA V5,30137-09,50,689.0
EQ3 EXW CA V5,30137-09,60,724.0
EQ3 EXW CA V5,30137-09,70,759.0
EQ3 EXW CA V5,30137-09,F,1179.0
EQ3 EXW CA V5,30137-09,I,1284.0
EQ3 EXW CA V5,30137-09,41,nan
EQ3 EXW CA V5,30137-09,42,nan
EQ3 EXW CA V5,30137-10,10,422.0
EQ3 EXW CA V5,30137-10,20,442.0
EQ3 EXW CA V5,30137-10,30,457.0
EQ3 EXW CA V5,30137-10,31,457.0
EQ3 EXW CA V5,30137-10,40,477.0
EQ3 EXW CA V5,30137-10,50,497.0
EQ3 EXW CA V5,30137-10,60,517.0
EQ3 EXW CA V5,30137-10,70,537.0
EQ3 EXW CA V5,30137-10,F,762.0
EQ3 EXW CA V5,30137-10,I,822.0
EQ3 EXW CA V5,30137-10,41,nan
EQ3 EXW CA V5,30137-10,42,nan
EQ3 EXW CA V5,30137-11,10,507.0
EQ3 EXW CA V5,30137-11,20,527.0
EQ3 EXW CA V5,30137-11,30,542.0
EQ3 EXW CA V5,30137-11,31,542.0
EQ3 EXW CA V5,30137-11,40,577.0
EQ3 EXW CA V5,30137-11,50,612.0
EQ3 EXW CA V5,30137-11,60,647.0
EQ3 EXW CA V5,30137-11,70,682.0
EQ3 EXW CA V5,30137-11,F,1102.0
EQ3 EXW CA V5,30137-11,I,1207.0
EQ3 EXW CA V5,30137-11,41,nan
EQ3 EXW CA V5,30137-11,42,nan
EQ3 EXW CA V5,30137-12,10,507.0
EQ3 EXW CA V5,30137-12,20,527.0
EQ3 EXW CA V5,30137-12,30,542.0
EQ3 EXW CA V5,30137-12,31,542.0
EQ3 EXW CA V5,30137-12,40,577.0
EQ3 EXW CA V5,30137-12,50,612.0
EQ3 EXW CA V5,30137-12,60,647.0
EQ3 EXW CA V5,30137-12,70,682.0
EQ3 EXW CA V5,30137-12,F,1102.0
EQ3 EXW CA V5,30137-12,I,1207.0
EQ3 EXW CA V5,30137-12,41,nan
EQ3 EXW CA V5,30137-12,42,nan
EQ3 EXW CA V5,30137-14,10,795.0
EQ3 EXW CA V5,30137-14,20,815.0
EQ3 EXW CA V5,30137-14,30,830.0
EQ3 EXW CA V5,30137-14,31,830.0
EQ3 EXW CA V5,30137-14,40,845.0
EQ3 EXW CA V5,30137-14,50,865.0
EQ3 EXW CA V5,30137-14,60,885.0
EQ3 EXW CA V5,30137-14,70,905.0
EQ3 EXW CA V5,30137-14,F,1475.0
EQ3 EXW CA V5,30137-14,I,1595.0
EQ3 EXW CA V5,30137-14,41,nan
EQ3 EXW CA V5,30137-14,42,nan
EQ3 EXW CA V5,30137-15,10,795.0
EQ3 EXW CA V5,30137-15,20,835.0
EQ3 EXW CA V5,30137-15,30,865.0
EQ3 EXW CA V5,30137-15,31,865.0
EQ3 EXW CA V5,30137-15,40,895.0
EQ3 EXW CA V5,30137-15,50,945.0
EQ3 EXW CA V5,30137-15,60,995.0
EQ3 EXW CA V5,30137-15,70,1045.0
EQ3 EXW CA V5,30137-15,F,1645.0
EQ3 EXW CA V5,30137-15,I,1795.0
EQ3 EXW CA V5,30137-15,41,nan
EQ3 EXW CA V5,30137-15,42,nan
EQ3 EXW CA V5,30137-16,10,795.0
EQ3 EXW CA V5,30137-16,20,835.0
EQ3 EXW CA V5,30137-16,30,865.0
EQ3 EXW CA V5,30137-16,31,865.0
EQ3 EXW CA V5,30137-16,40,895.0
EQ3 EXW CA V5,30137-16,50,945.0
EQ3 EXW CA V5,30137-16,60,995.0
EQ3 EXW CA V5,30137-16,70,1045.0
EQ3 EXW CA V5,30137-16,F,1645.0
EQ3 EXW CA V5,30137-16,I,1795.0
EQ3 EXW CA V5,30137-16,41,nan
EQ3 EXW CA V5,30137-16,42,nan
EQ3 EXW CA V5,30137-19,10,793.0
EQ3 EXW CA V5,30137-19,20,833.0
EQ3 EXW CA V5,30137-19,30,863.0
EQ3 EXW CA V5,30137-19,31,863.0
EQ3 EXW CA V5,30137-19,40,893.0
EQ3 EXW CA V5,30137-19,50,943.0
EQ3 EXW CA V5,30137-19,60,993.0
EQ3 EXW CA V5,30137-19,70,1043.0
EQ3 EXW CA V5,30137-19,F,1643.0
EQ3 EXW CA V5,30137-19,I,1793.0
EQ3 EXW CA V5,30137-19,41,nan
EQ3 EXW CA V5,30137-19,42,nan
EQ3 EXW CA V5,30137-20,10,793.0
EQ3 EXW CA V5,30137-20,20,833.0
EQ3 EXW CA V5,30137-20,30,863.0
EQ3 EXW CA V5,30137-20,31,863.0
EQ3 EXW CA V5,30137-20,40,893.0
EQ3 EXW CA V5,30137-20,50,943.0
EQ3 EXW CA V5,30137-20,60,993.0
EQ3 EXW CA V5,30137-20,70,1043.0
EQ3 EXW CA V5,30137-20,F,1643.0
EQ3 EXW CA V5,30137-20,I,1793.0
EQ3 EXW CA V5,30137-20,41,nan
EQ3 EXW CA V5,30137-20,42,nan
EQ3 EXW CA V5,30137-35,10,795.0
EQ3 EXW CA V5,30137-35,20,835.0
EQ3 EXW CA V5,30137-35,30,865.0
EQ3 EXW CA V5,30137-35,31,865.0
EQ3 EXW CA V5,30137-35,40,895.0
EQ3 EXW CA V5,30137-35,50,945.0
EQ3 EXW CA V5,30137-35,60,995.0
EQ3 EXW CA V5,30137-35,70,1045.0
EQ3 EXW CA V5,30137-35,F,1475.0
EQ3 EXW CA V5,30137-35,I,1595.0
EQ3 EXW CA V5,30137-35,41,nan
EQ3 EXW CA V5,30137-35,42,nan
EQ3 EXW CA V5,30137-36,10,795.0
EQ3 EXW CA V5,30137-36,20,835.0
EQ3 EXW CA V5,30137-36,30,865.0
EQ3 EXW CA V5,30137-36,31,865.0
EQ3 EXW CA V5,30137-36,40,895.0
EQ3 EXW CA V5,30137-36,50,945.0
EQ3 EXW CA V5,30137-36,60,995.0
EQ3 EXW CA V5,30137-36,70,1045.0
EQ3 EXW CA V5,30137-36,F,1475.0
EQ3 EXW CA V5,30137-36,I,1595.0
EQ3 EXW CA V5,30137-36,41,nan
EQ3 EXW CA V5,30137-36,42,nan
EQ3 EXW CA V5,30137-41,10,97.0
EQ3 EXW CA V5,30137-41,20,102.0
EQ3 EXW CA V5,30137-41,30,107.0
EQ3 EXW CA V5,30137-41,31,107.0
EQ3 EXW CA V5,30137-41,40,112.0
EQ3 EXW CA V5,30137-41,50,122.0
EQ3 EXW CA V5,30137-41,60,132.0
EQ3 EXW CA V5,30137-41,70,137.0
EQ3 EXW CA V5,30137-41,F,267.0
EQ3 EXW CA V5,30137-41,I,297.0
EQ3 EXW CA V5,30137-41,41,nan
EQ3 EXW CA V5,30137-41,42,nan
EQ3 EXW CA V5,30137-64,10,217.0
EQ3 EXW CA V5,30137-64,20,237.0
EQ3 EXW CA V5,30137-64,30,252.0
EQ3 EXW CA V5,30137-64,31,252.0
EQ3 EXW CA V5,30137-64,40,272.0
EQ3 EXW CA V5,30137-64,50,292.0
EQ3 EXW CA V5,30137-64,60,312.0
EQ3 EXW CA V5,30137-64,70,332.0
EQ3 EXW CA V5,30137-64,F,492.0
EQ3 EXW CA V5,30137-64,I,552.0
EQ3 EXW CA V5,30137-64,41,272.0
EQ3 EXW CA V5,30137-64,42,292.0
EQ3 EXW CA V5,30137-71,10,472.0
EQ3 EXW CA V5,30137-71,20,492.0
EQ3 EXW CA V5,30137-71,30,507.0
EQ3 EXW CA V5,30137-71,31,507.0
EQ3 EXW CA V5,30137-71,40,527.0
EQ3 EXW CA V5,30137-71,50,547.0
EQ3 EXW CA V5,30137-71,60,567.0
EQ3 EXW CA V5,30137-71,70,587.0
EQ3 EXW CA V5,30137-71,F,812.0
EQ3 EXW CA V5,30137-71,I,872.0
EQ3 EXW CA V5,30137-71,41,nan
EQ3 EXW CA V5,30137-71,42,nan
EQ3 EXW CA V5,30137-74,10,259.0
EQ3 EXW CA V5,30137-74,20,279.0
EQ3 EXW CA V5,30137-74,30,294.0
EQ3 EXW CA V5,30137-74,31,294.0
EQ3 EXW CA V5,30137-74,40,314.0
EQ3 EXW CA V5,30137-74,50,334.0
EQ3 EXW CA V5,30137-74,60,354.0
EQ3 EXW CA V5,30137-74,70,374.0
EQ3 EXW CA V5,30137-74,F,534.0
EQ3 EXW CA V5,30137-74,I,594.0
EQ3 EXW CA V5,30137-74,41,314.0
EQ3 EXW CA V5,30137-74,42,334.0
EQ3 EXW CA V5,30192-01,10,1229.0
EQ3 EXW CA V5,30192-01,20,1269.0
EQ3 EXW CA V5,30192-01,30,1299.0
EQ3 EXW CA V5,30192-01,31,1299.0
EQ3 EXW CA V5,30192-01,40,1329.0
EQ3 EXW CA V5,30192-01,50,1379.0
EQ3 EXW CA V5,30192-01,60,1429.0
EQ3 EXW CA V5,30192-01,70,1479.0
EQ3 EXW CA V5,30192-01,F,2079.0
EQ3 EXW CA V5,30192-01,I,2229.0
EQ3 EXW CA V5,30192-01,41,nan
EQ3 EXW CA V5,30192-01,42,nan
EQ3 EXW CA V5,30192-03,10,1185.0
EQ3 EXW CA V5,30192-03,20,1225.0
EQ3 EXW CA V5,30192-03,30,1255.0
EQ3 EXW CA V5,30192-03,31,1255.0
EQ3 EXW CA V5,30192-03,40,1285.0
EQ3 EXW CA V5,30192-03,50,1335.0
EQ3 EXW CA V5,30192-03,60,1385.0
EQ3 EXW CA V5,30192-03,70,1435.0
EQ3 EXW CA V5,30192-03,F,2035.0
EQ3 EXW CA V5,30192-03,I,2185.0
EQ3 EXW CA V5,30192-03,41,nan
EQ3 EXW CA V5,30192-03,42,nan
EQ3 EXW CA V5,30192-06,10,904.0
EQ3 EXW CA V5,30192-06,20,924.0
EQ3 EXW CA V5,30192-06,30,939.0
EQ3 EXW CA V5,30192-06,31,939.0
EQ3 EXW CA V5,30192-06,40,959.0
EQ3 EXW CA V5,30192-06,50,979.0
EQ3 EXW CA V5,30192-06,60,999.0
EQ3 EXW CA V5,30192-06,70,1019.0
EQ3 EXW CA V5,30192-06,F,1244.0
EQ3 EXW CA V5,30192-06,I,1304.0
EQ3 EXW CA V5,30192-06,41,nan
EQ3 EXW CA V5,30192-06,42,nan
EQ3 EXW CA V5,30192-07,10,1041.0
EQ3 EXW CA V5,30192-07,20,1081.0
EQ3 EXW CA V5,30192-07,30,1111.0
EQ3 EXW CA V5,30192-07,31,1111.0
EQ3 EXW CA V5,30192-07,40,1141.0
EQ3 EXW CA V5,30192-07,50,1191.0
EQ3 EXW CA V5,30192-07,60,1241.0
EQ3 EXW CA V5,30192-07,70,1291.0
EQ3 EXW CA V5,30192-07,F,1891.0
EQ3 EXW CA V5,30192-07,I,2041.0
EQ3 EXW CA V5,30192-07,41,nan
EQ3 EXW CA V5,30192-07,42,nan
EQ3 EXW CA V5,30192-08,10,1041.0
EQ3 EXW CA V5,30192-08,20,1081.0
EQ3 EXW CA V5,30192-08,30,1111.0
EQ3 EXW CA V5,30192-08,31,1111.0
EQ3 EXW CA V5,30192-08,40,1141.0
EQ3 EXW CA V5,30192-08,50,1191.0
EQ3 EXW CA V5,30192-08,60,1241.0
EQ3 EXW CA V5,30192-08,70,1291.0
EQ3 EXW CA V5,30192-08,F,1891.0
EQ3 EXW CA V5,30192-08,I,2041.0
EQ3 EXW CA V5,30192-08,41,nan
EQ3 EXW CA V5,30192-08,42,nan
EQ3 EXW CA V5,30192-09,10,684.0
EQ3 EXW CA V5,30192-09,20,704.0
EQ3 EXW CA V5,30192-09,30,719.0
EQ3 EXW CA V5,30192-09,31,719.0
EQ3 EXW CA V5,30192-09,40,754.0
EQ3 EXW CA V5,30192-09,50,789.0
EQ3 EXW CA V5,30192-09,60,824.0
EQ3 EXW CA V5,30192-09,70,859.0
EQ3 EXW CA V5,30192-09,F,1279.0
EQ3 EXW CA V5,30192-09,I,1384.0
EQ3 EXW CA V5,30192-09,41,nan
EQ3 EXW CA V5,30192-09,42,nan
EQ3 EXW CA V5,30192-10,10,522.0
EQ3 EXW CA V5,30192-10,20,542.0
EQ3 EXW CA V5,30192-10,30,557.0
EQ3 EXW CA V5,30192-10,31,557.0
EQ3 EXW CA V5,30192-10,40,577.0
EQ3 EXW CA V5,30192-10,50,597.0
EQ3 EXW CA V5,30192-10,60,617.0
EQ3 EXW CA V5,30192-10,70,637.0
EQ3 EXW CA V5,30192-10,F,862.0
EQ3 EXW CA V5,30192-10,I,922.0
EQ3 EXW CA V5,30192-10,41,nan
EQ3 EXW CA V5,30192-10,42,nan
EQ3 EXW CA V5,30192-11,10,607.0
EQ3 EXW CA V5,30192-11,20,627.0
EQ3 EXW CA V5,30192-11,30,642.0
EQ3 EXW CA V5,30192-11,31,642.0
EQ3 EXW CA V5,30192-11,40,677.0
EQ3 EXW CA V5,30192-11,50,712.0
EQ3 EXW CA V5,30192-11,60,747.0
EQ3 EXW CA V5,30192-11,70,782.0
EQ3 EXW CA V5,30192-11,F,1202.0
EQ3 EXW CA V5,30192-11,I,1307.0
EQ3 EXW CA V5,30192-11,41,nan
